x,y,z
601738.175623,4064636.35281,-53.3456685267
601738.185619,4063567.15505,-53.8247192114
602494.151371,4063567.18961,-48.3241369472
602872.131132,4064101.68299,-45.4008748885
602494.136122,4064636.28162,-47.5589889797
598336.193056,4065170.79224,-87.5338311357
597566.151646,4065286.0874,-91.1890429366
597958.040909,4065705.89288,-91.1357893651
597958.297599,4064636.34865,-88.261017848
598714.30846,4064636.37108,-81.5465650084
599092.287486,4065170.69843,-78.4189087394
598714.246622,4065705.32624,-79.9969666111
599848.263952,4064101.78025,-69.9842624703
599092.295607,4064101.81478,-76.5185699297
599470.256127,4064636.33342,-74.5163917714
599470.289118,4063567.21841,-72.5935099174
598334.873939,4067313.58993,-115.788636599
597578.119185,4067314.19729,-162.600675137
597956.014343,4067850.09374,-178.850091228
597956.702589,4066776.72833,-108.82032637
598714.205487,4066775.54428,-77.966457851
599091.935877,4067311.12829,-99.4889567389
598712.851032,4067847.84583,-140.516745514
599848.270034,4066240.16637,-74.335297881
599092.343249,4066240.153,-76.9090334558
599470.303326,4066775.07976,-82.7500586019
599470.307244,4065705.4079,-74.0153890888
600604.239075,4063032.61181,-64.0232752581
599848.279152,4063032.62761,-69.824155695
600226.252303,4063567.19518,-66.507768649
600226.263556,4062498.05139,-67.9541748453
600982.221246,4062498.04542,-62.3151865006
601360.200385,4063032.60346,-58.0253032873
600982.212492,4063567.17131,-60.1723089464
600226.268024,4061428.98792,-70.4822359213
599470.298322,4061428.94932,-76.6727380097
599848.284192,4061963.498,-72.0365192979
599848.279203,4060894.51873,-73.6208012047
600604.272871,4060894.47064,-69.1038423022
600982.230431,4061428.9488,-65.6850586714
600604.245816,4061963.49674,-66.6174079989
602494.105166,4061428.98929,-52.0625423816
601738.158933,4061428.94951,-59.7880799834
602116.141018,4061963.51443,-54.4269104747
602116.117308,4060894.45943,-57.6010846193
597202.348219,4061429.17557,-88.1554024448
596446.168043,4061429.37714,-99.6125059126
596824.177097,4061963.94618,-95.9893796413
596824.312803,4060894.74306,-91.0127176703
597580.41671,4060894.65061,-84.1706757613
597958.421804,4061429.12757,-83.4932918204
597580.3547,4061963.74139,-86.9775367925
599470.344927,4060360.05855,-75.2297693413
598714.420486,4060360.08819,-78.0930865084
599092.390258,4060894.61053,-78.8009052594
599092.394372,4059825.52803,-75.39277009
599848.324275,4059825.51213,-72.2470621465
600226.293596,4060360.0053,-71.1320613012
598336.306806,4063032.69416,-81.9758121687
597580.228642,4063032.79401,-90.741594599
597958.252715,4063567.26463,-86.7226959436
597958.320693,4062498.19907,-85.0461104547
598714.334633,4062498.10179,-78.7993025909
599092.310518,4063032.65046,-75.5647717526
598714.30537,4063567.2397,-78.874176111
594555.53897,4063033.98275,-164.035509656
594177.359719,4063568.9905,-184.760443559
594177.599394,4062499.38884,-166.517707072
594933.721637,4062499.0881,-145.547625387
595311.680043,4063033.6174,-142.110564461
594933.460679,4063568.57935,-161.47191517
594177.777282,4061429.97528,-152.045641962
594555.899025,4060895.2194,-136.498874398
594933.897258,4061429.77085,-132.829807156
594555.753545,4061964.5408,-148.784145419
595690.134994,4060360.42884,-105.652133889
594934.004021,4060360.51163,-122.345753498
595312.025306,4060895.06808,-118.543194335
595312.083326,4059825.82402,-109.422815976
596068.223169,4059825.85298,-93.2863538056
596446.29884,4060360.32064,-92.6173940163
596068.169654,4060894.91695,-102.873902613
594177.900341,4060360.63779,-140.546462132
609298.00906,4066774.38561,45.3654049348
608920.009088,4066239.86117,40.2967040852
609298.020879,4065705.31569,47.4278054641
609298.034021,4064636.23574,49.4016999833
608920.033862,4064101.70271,43.9842104628
609298.046488,4063567.14821,51.7090299251
